5559000;1635;9;3
4723000;1145;17;2
4465000;1175;24;3
8954000;1216;34;2
4000000;1005;46;2
5400000;1200;47;2
8784000;1279;48;2
7900000;1180;49;2
4781000;1310;36;3
15000000;1776;50;3
4700000;1125;6;2
7767000;1195;51;3
6487000;1272;7;2
14000000;2170;52;3
8758000;1510;17;3
13100000;1846;53;3
5500000;1170;54;2
4900000;1215;55;2
4545000;1045;6;2
8779000;1245;3;2
22000000;1833;31;3
5329000;969;56;2
7500000;1100;57;2
3779999;900;58;2
8954000;1216;34;2
9000000;1306;59;2
25800000;1866;42;3
8954000;1216;34;2
13100000;1846;53;3
8218000;1505;36;3
8656000;1502;22;3
7520000;1675;4;3
6148000;1083;60;3
11000000;1805;18;3
11399999;1880;18;3
13000000;2180;18;4
11299999;1850;18;3
4900000;1188;3;2
5002000;1215;3;2
5036000;1224;3;2
6736000;1350;4;2
8233000;1650;4;3
6761000;1355;4;3
6611000;1325;4;2
6287000;1260;4;2
6437000;1290;4;2
6112000;1225;4;2
6487000;1300;4;2
9412000;1247;2;2
10500000;1486;2;3
10200000;1433;2;3
4722000;1152;5;2
4586000;1119;5;2
4582000;1118;5;2
6787000;1656;5;3
9319000;1629;6;3
6892000;1237;6;2
9277000;1275;45;2
11600000;1615;45;3
10900000;1515;45;3
10500000;1455;45;3
9859000;1360;45;3
6973999;1409;8;3
5705000;1139;8;2
5772000;1154;8;2
6720999;1353;8;3
6761000;1362;8;3
5677000;1133;8;2
5384000;1068;8;2
9141000;1540;9;3
9522000;1610;9;3
10000000;1715;9;3
7211000;1195;9;2
8514000;1425;9;3
10300000;1760;9;3
7783000;1300;9;2
7429000;1235;9;2
7809999;1305;9;2
3506000;660;10;1
6250000;1120;10;2
6250000;1120;10;2
3797999;715;10;1
3797999;715;10;1
5034000;910;10;2
5034000;910;10;2
7897000;1430;10;3
7897000;1430;10;3
5327000;965;10;2
5327000;965;10;2
8269000;1500;10;3
8269000;1500;10;3
5958000;1065;10;2
5958000;1065;10;2
6900000;1273;11;2
9700000;1705;11;3
7300000;1304;11;2
9180000;1700;12;3
6986000;1277;61;2
6081000;1111;61;2
7891000;1443;61;3
6070000;1109;61;2
5961000;1089;61;2
8442000;1544;61;3
9003000;1647;61;3
5923000;1082;61;2
6174000;1128;61;2
5994000;1095;61;2
8180000;1496;61;3
7662000;1401;61;3
8763000;1538;6;3
8957000;1573;6;3
6581000;1181;6;2
9640000;1687;6;3
6664000;1196;6;2
6631000;1190;6;2
10000000;1766;6;3
9879000;1730;6;3
8529000;1532;6;3
7252000;1305;13;2
9037000;1645;13;3
7298000;1315;13;2
10400000;1950;13;3
9520000;1750;13;3
7229000;1300;13;2
9887000;1830;13;3
10300000;1935;13;3
7159999;1285;13;2
10700000;2010;13;3
8900000;1615;13;3
9382000;1720;13;3
7344000;1325;13;2
7091000;1270;13;2
6279000;1320;14;3
5306000;1100;14;2
6655000;1405;14;3
5195000;1075;14;2
5483000;1140;14;2
5527000;1150;14;2
6412000;1350;14;3
6036000;1265;14;3
4930000;1015;14;2
6611000;1395;14;3
5173000;1070;14;2
6058000;1270;14;3
6279000;1320;14;3
5085000;1050;14;2
6434000;1355;14;3
5262000;1090;14;2
6681999;1485;9;3
6525000;1450;9;3
6997000;1555;9;3
6097000;1355;9;3
6120000;1360;9;3
6142000;1365;9;3
6727000;1495;9;3
6277000;1395;9;3
6750000;1500;9;3
6456999;1435;9;3
5240000;1310;15;3
4120000;1030;15;2
7012000;1275;16;3
8195000;1490;16;3
8050000;1706;17;3
5900000;1258;17;2
8100000;1723;17;3
6400000;1369;17;2
6275000;1335;17;2
14400000;2000;9;3
13700000;1900;9;3
11399999;1560;9;3
4500000;1097;18;2
5240000;1310;15;3
4120000;1030;15;2
29600000;3300;1;4
8954000;1216;34;2
8800000;1195;34;2
15400000;2321;34;3
11000000;1655;34;3
9122000;2172;3;3
5267000;1505;62;3
3507000;1002;62;2
4816000;1376;62;3
4312000;1232;62;2
5295000;1513;62;3
3696000;1056;62;2
4140000;1183;62;2
3832000;1095;62;2
3377000;965;62;2
4560000;1303;62;3
5015000;1433;62;3
3769000;1077;62;2
3447000;985;62;2
4956000;1416;62;3
5323000;1521;62;3
3954999;1130;62;2
3419000;977;62;2
5351000;1529;62;3
4434000;1267;62;3
7837000;1866;63;3
9834000;2235;63;3
8298999;1976;63;3
8728000;2182;63;3
9453000;1725;19;3
15000000;1795;20;2
8900000;1000;20;1
14400000;1740;20;2
12700000;1490;20;2
12500000;1320;20;3
20099999;2330;20;4
18800000;2165;20;3
13700000;1645;20;2
18900000;1985;20;3
8500000;1616;64;3
12000000;2225;56;3
9000000;1541;19;3
9300000;1515;34;3
11000000;1690;62;3
12000000;2225;56;3
18000000;1770;50;3
29300000;3012;50;4
22799999;2370;50;3
3200000;700;65;1
3200000;700;65;1
11000000;1335;66;2
9800000;1690;67;3
42500000;4282;68;4
13500000;1500;20;3
15600000;1880;66;3
18900000;1985;20;3
15400000;1795;20;2
12300000;1410;20;2
6845999;1042;69;2
9173000;1408;69;3
9471000;1455;69;3
7247000;1105;69;2
5599000;1120;70;2
11800000;1345;20;1
4815000;1107;6;2
4880000;1122;6;2
5050000;1161;6;2
4619000;1062;6;2
4785000;1100;6;2
4972000;1143;6;2
4737000;1089;6;2
4854000;1116;6;2
28300000;3033;26;4
21400000;2378;26;3
23500000;2522;26;3
29900000;3205;26;4
9200000;1376;17;2
8000000;1168;17;2
9200000;1373;17;2
8000000;1168;17;2
8000000;1168;17;2
9300000;1376;17;2
7900000;1168;17;2
9200000;1376;17;2
9100000;1373;17;2
9000000;1373;17;2
7900000;1168;17;2
7900000;1160;17;2
8000000;1168;17;2
7800000;1160;17;2
9200000;1373;17;2
9100000;1376;17;2
9100000;1373;17;2
9000000;1373;17;2
7900000;1168;17;2
8800000;1373;17;2
3990000;1140;5;3
4021000;1149;5;3
4088000;1168;5;3
9060000;1275;18;2
8644000;1210;18;2
8836000;1240;18;2
10200000;1450;18;3
8528000;1192;18;2
8516000;1190;18;2
8804000;1235;18;2
9910000;1400;18;3
7634000;1606;8;3
5970000;1239;8;2
7675000;1615;8;3
5702000;1180;8;2
6210000;1292;8;2
2520000;900;28;2
3304000;1180;28;3
3010000;1075;28;3
2800000;1000;28;2
2464000;880;28;2
5557000;1185;21;2
11900000;2540;21;3
7738000;1650;21;3
6354000;1355;21;2
2814000;600;21;1
5463000;1165;21;2
7456999;1590;21;3
5416000;1155;21;2
11700000;2495;21;3
5604000;1195;21;2
7175000;1530;21;3
7504000;1600;21;3
5628000;1200;21;2
5200000;884;71;2
5200000;884;71;2
6385000;1120;30;2
6531999;1005;29;2
9457000;1455;29;3
9035000;1390;29;3
6662000;1025;29;2
7181999;1105;29;2
7377000;1135;29;2
7125000;1425;9;3
6389000;1125;30;2
6459000;1125;30;2
11800000;2021;31;3
11500000;1971;31;3
7920000;1354;31;2
10700000;1845;31;3
10600000;1823;31;3
8464000;1447;31;2
8184000;1399;31;2
10100000;1735;31;3
8178000;1398;31;2
11299999;1940;31;3
10100000;1743;31;3
8289000;1417;31;2
7856000;1343;31;2
8254000;1411;31;2
7820999;1337;31;2
11700000;2010;31;3
10500000;1797;31;3
10300000;1768;31;3
4455000;990;69;2
4905000;1090;69;2
5550000;1250;35;2
4500000;1012;35;2
13000000;1630;53;3
5500000;1082;60;2
20700000;1987;66;3
3999000;1333;41;3
3522000;1174;41;3
2874000;958;41;2
3682000;1473;28;3
3427000;1371;28;3
3932000;1573;28;3
3822000;1529;28;3
2487000;995;28;2
5580000;1240;69;3
5130000;1140;69;3
4910000;884;71;2
4910000;884;71;2
4342000;1241;10;3
3338000;954;10;2
2578000;737;10;2
3415000;976;10;2
3114000;890;10;2
2879000;823;10;2
4485000;1282;10;3
3124000;893;10;2
4713000;1347;10;3
4517000;1291;10;2
4734000;1353;10;3
3159000;903;10;2
4219000;1206;10;3
4734000;1353;10;3
2578000;743;10;2
3645000;1042;10;2
4342000;1241;10;2
2253000;644;10;1
2893000;827;10;2
2614000;747;10;2
10500000;2000;71;3
4867000;1352;10;3
4735000;1352;10;3
2653000;737;10;2
2862000;795;10;2
3339000;954;10;2
2962000;823;10;2
2880000;823;10;2
2318000;644;10;1
2254000;644;10;2
2254000;644;10;1
2973000;826;10;2
4870000;1353;10;3
2781000;795;10;2
4713000;1347;10;3
2613000;747;10;2
4562000;1304;10;3
4783000;1367;10;2
4342000;1241;10;2
2879000;823;10;2
5045000;1370;36;3
4362000;1175;36;2
5500000;1500;36;3
4565000;1233;36;2
4000000;1100;36;2
4800000;1300;36;3
4485000;1210;36;2
4011999;1075;36;2
4520000;1220;36;2
4292000;1155;36;2
4730000;1280;36;3
4975000;1350;36;3
4905000;1330;36;3
4222000;1135;36;2
3995000;1070;36;2
8076000;2019;3;3
4700000;1005;71;2
3579000;1193;41;3
3372000;1124;41;2
2922000;974;41;2
2844000;948;41;2
2901000;967;41;2
2820000;940;41;2
4458000;1486;41;3
3483000;1161;41;3
3699000;1233;41;3
3906000;1302;41;3
2889000;963;41;2
3429000;1143;41;2
4164000;1388;41;3
3384000;1128;41;2
2935000;1174;28;2
4097000;1639;28;3
3202000;1281;28;2
2867000;1147;28;2
3411999;1365;28;3
2436000;870;15;2
2800000;1000;15;2
3010000;1075;72;3
2520000;900;72;2
3038000;1085;72;2
3010000;1075;28;3
3177000;710;8;1
10600000;2674;3;3
7200000;1195;16;2
20400000;2360;7;3
17600000;2307;7;3
20200000;2127;66;3
10200000;1232;53;2
4002000;1040;24;2
4568000;1187;24;2
4056000;1054;24;2
4303000;1118;24;2
4299000;1117;24;2
4541000;1180;24;2
4210000;1094;24;2
4195000;1090;24;2
4226000;1098;24;2
4638000;1205;24;2
4699000;1221;24;3
4426000;1150;24;2
3925000;1020;24;2
4345000;1129;24;2
4086999;1062;24;2
4076000;1059;24;2
4072000;1058;24;2
4614000;1199;24;2
4054000;1448;23;3
3500000;1250;23;3
4165999;1488;23;3
3068000;1096;23;2
4174000;1491;23;3
3052000;1090;23;2
3085000;1102;23;2
3264000;1166;23;2
2576000;920;23;2
3197000;1142;23;2
4342000;1551;23;3
3178000;1135;23;2
3913000;1505;73;3
3561999;1370;73;3
4292000;1533;23;3
2899000;1115;73;2
2925000;1125;73;2
2984000;1066;23;2
3809000;1465;73;3
6698000;1675;24;3
4958000;1240;24;2
4958000;1240;24;2
4878000;1220;24;2
4878000;1220;24;2
4898000;1225;24;2
4898000;1225;24;2
5078000;1270;24;2
5078000;1270;24;2
4500000;1075;14;2
3010000;1075;28;3
2436000;870;28;2
2800000;1000;28;2
3388000;1210;28;3
2520000;900;28;2
3038000;1085;28;2
2464000;880;28;2
4500000;1075;14;2
5797000;1414;63;3
4928000;1120;34;2
4147000;1185;15;3
4400000;1000;63;2
7211000;1373;74;3
5910000;1109;74;2
7423000;1415;74;3
9227000;1782;74;3
7263000;1383;74;3
6494000;1227;74;2
8458000;1626;74;3
9094000;1755;74;3
7847000;1502;74;3
6520999;1233;74;2
7184000;1367;74;3
5858000;1098;74;2
7689000;1470;74;3
6415000;1211;74;3
5752000;1077;74;2
6388000;1206;74;2
7078000;1346;74;3
5804000;1087;74;2
11200000;2185;74;3
7608000;1453;74;3
6361000;1200;74;2
8192000;1572;74;3
6255000;1179;74;2
8830000;1701;74;3
9517000;1841;74;3
7556000;1443;74;3
7554000;1442;74;3
6228000;1173;74;2
7581000;1448;74;3
10800000;2121;74;3
6203000;1168;74;2
7398000;1411;74;3
6070000;1141;74;2
6733000;1276;74;3
6125000;1152;74;2
8086000;1550;74;3
7290000;1389;74;3
6654000;1260;74;3
7980000;1529;74;3
7322000;1395;74;3
6043000;1136;74;2
6706000;1270;74;3
7342000;1399;74;3
7800000;1650;35;3
6800000;1500;35;3
4455000;1100;63;2
4100000;1000;63;2
5700000;1140;18;2
6000000;1220;18;2
5755000;1150;18;2
6695000;1350;18;3
5896000;1180;18;2
5600000;1130;18;2
5800000;1160;18;2
6577000;1325;18;3
5473000;1090;18;2
5849000;1170;18;2
5825000;1165;18;2
4489000;1095;63;2
5800000;1160;18;2
16900000;1810;30;3
14900000;1740;30;3
14100000;1630;30;3
12100000;1440;30;2
10700000;1245;30;2
4831000;1098;34;2
3632000;1215;39;3
2960000;990;39;2
3363000;1125;39;2
3087000;950;40;2
3981000;1225;40;3
3331000;1025;40;2
2096000;645;40;1
8218000;1505;36;3
8370999;1535;36;3
8039000;1470;36;3
5868000;1045;36;2
6021000;1075;36;2
7194000;1290;36;2
7581000;1380;36;2
8137000;1465;36;3
28000000;2790;20;4
13000000;1320;20;2
26000000;3300;53;4
10500000;1500;53;3
11500000;2087;53;3
12500000;2142;53;3
11000000;1850;53;3
12000000;1930;53;3
2800000;1000;28;1
4407000;1075;63;2
4407000;1075;63;2
14000000;2170;52;3
10900000;1691;52;3
4325000;1055;63;2
4489000;1095;63;2
29900000;3205;26;4
28300000;3033;26;4
23500000;2522;26;3
23100000;2480;26;3
21400000;2378;26;3
7830000;1800;75;3
5968000;1372;75;2
6085000;1242;69;2
5439000;1110;69;2
6762000;1380;69;3
5488000;1120;69;2
5478000;1118;69;2
7438000;1518;69;3
6791000;1386;69;3
5997000;1224;69;2
6654000;1358;69;3
5987000;1222;69;2
7006999;1430;69;3
3567000;728;69;1
6051000;1235;69;2
7026000;1434;69;3
5938000;1212;69;2
6237000;1273;69;2
5978000;1220;69;2
5620000;1147;69;2
6149000;1255;69;2
7193000;1468;69;3
6193000;1264;69;2
9369000;1735;12;3
8073000;1495;12;3
9180000;1700;12;3
7028000;1440;76;3
6148000;1245;76;2
7344000;1510;76;3
6419000;1305;76;2
5584000;1120;76;2
6374000;1295;76;3
6058000;1225;76;2
6983000;1430;76;3
6396000;1300;76;2
7163000;1470;76;3
6283000;1275;76;2
6893000;1410;76;3
5674000;1140;76;2
6915000;1415;76;3
7095999;1455;76;3
7389000;1520;76;3
6216000;1260;76;2
7412000;1525;76;3
5606000;1125;76;2
6193000;1255;76;2
5651000;1135;76;2
35500000;2936;10;3
11399999;1597;19;3
10800000;1514;19;3
10200000;1431;19;2
9800000;1365;19;2
7900000;1205;34;2
6570000;1007;34;2
22799999;2243;62;3
21200000;2051;62;3
7200000;1350;44;3
6500000;1225;44;3
6200000;1165;44;2
4732000;1315;41;3
4750000;1320;41;2
4498000;1250;41;2
4870000;1290;41;3
4642000;1290;41;2
4912000;1365;41;3
5398000;1500;41;3
4318000;1200;41;2
3010000;1075;28;3
2436000;870;28;2
2800000;1000;28;2
3388000;1210;28;3
2520000;900;28;2
10800000;1745;18;3
8868000;1417;18;2
11399999;1814;18;3
9366000;1503;18;2
11200000;1814;75;3
9888000;1595;75;3
10800000;1759;75;3
25500000;1839;42;3
34000000;2461;42;4
17500000;1249;42;2
34500000;2503;42;4
19500000;1385;42;2
7100000;1286;27;3
6400000;1163;27;2
5500000;966;27;2
4300000;814;27;2
3800000;708;27;2
26000000;3360;31;4
18600000;2210;31;3
17300000;1930;31;3
17100000;1890;31;3
11800000;1330;31;2
7341000;1635;77;3
6398000;1425;77;3
5837000;1300;77;2
4512000;1005;77;2
66900000;4600;43;4
170600000;8331;43;5
182300000;8902;43;5
74300000;5112;43;5
60100000;6500;43;4
36000000;3900;43;4
36000000;3895;43;4
52200000;5654;43;4
50800000;5500;43;4
49600000;4622;68;4
46400000;4322;68;4
64000000;4400;43;4
61100000;4200;43;3
198600000;9700;43;5
53400000;3670;43;3
202700000;9900;43;5
170000000;8300;43;5
157700000;7700;43;4
56700000;3897;43;3
6594000;1570;10;3
5922000;1410;10;3
6636000;1580;10;3
6762000;1610;10;3
5019000;1195;10;2
6678000;1590;10;3
6720000;1600;10;3
5040000;1200;10;2
6573000;1565;10;3
8353000;1638;71;3
8078000;1584;71;3
6568000;1288;71;2
7756999;1521;71;3
7252000;1422;71;3
6970999;1367;71;3
8749000;1839;59;3
6870000;1419;59;2
8243000;1726;59;3
19500000;2597;78;4
6331000;1447;36;3
18500000;2569;78;4
9730000;2219;36;3
6641000;1525;36;3
7520999;1727;36;3
11100000;1274;79;2
14200000;1588;79;3
5739000;1300;36;2
10500000;1204;79;2
6667000;1531;36;3
19100000;2140;79;3
7177000;1375;12;2
6831999;1309;12;2
6138000;1176;12;2
7151000;1370;12;2
9620000;1843;12;3
6890000;1320;12;2
9610000;1841;12;3
10100000;1950;12;3
8137000;1559;12;3
8749000;1839;59;3
7819000;1498;12;3
6870000;1419;59;2
9396000;1800;12;3
8243000;1726;59;3
8712000;1669;12;3
6994000;1340;12;2
6989000;1339;12;2
8649000;1657;12;3
9709000;1860;12;3
8665000;1660;12;3
9385000;1798;12;3
6953000;1332;12;2
8691000;1665;12;3
5102000;1179;3;2
5137000;1188;3;2
5244000;1215;3;2
5279000;1224;3;2
5700000;1414;63;2
5070000;935;44;2
6183000;1350;44;3
6183000;1350;44;3
5610000;1225;44;2
5610000;1225;44;2
5413000;1030;60;2
10900000;905;33;3
10500000;972;33;3
9500000;1270;78;2
12500000;1550;78;3
12000000;1550;78;3
10400000;1460;78;3
13500000;1830;78;3
3447000;985;15;2
5797000;1414;63;3
8216000;1467;78;2
11600000;2067;78;3
10100000;1808;78;3
8864000;1085;78;3
8019000;1050;78;3
64000000;2772;80;3
4611000;1048;34;2
6221000;1428;34;3
5380000;1255;17;2
7631999;1482;22;3
6612000;1284;22;2
5443000;1057;22;2
18000000;1800;81;3
6200000;1400;67;3
35900000;1998;82;3
24900000;1388;82;3
26900000;1498;82;2
19400000;1078;82;2
8000000;1265;10;2
27400000;2187;16;4
15000000;1196;16;2
8200000;1600;77;3
7500000;1480;77;3
6500000;1172;77;2
6000000;1135;47;2
9000000;1885;11;3
6900000;1440;11;3
6950000;1392;64;2
6711000;1320;64;3
4209000;771;64;1
5478000;1128;64;2
3267000;568;64;1
11100000;2221;64;4
6731000;1268;64;2
6385000;1272;64;2
10800000;2147;64;4
9278000;1275;45;2
9859000;1360;45;3
14800000;2616;83;3
7400000;1323;83;3
7200000;1207;83;2
4500000;792;83;2
4553000;800;83;2
21500000;2976;84;3
21300000;2916;84;3
16200000;2254;84;3
16000000;2212;84;3
16000000;2212;84;3
4518000;795;83;2
28800000;3963;84;4
28500000;3891;84;4
11299999;2180;18;4
11299999;2180;18;4
9516000;1830;18;4
10100000;1960;18;3
7331999;1410;18;3
9802000;1885;18;2
6526000;1255;18;2
6526000;1255;18;2
11000000;1805;18;3
11000000;1805;18;3
7200000;1207;83;2
6100000;1043;83;2
24300000;2563;68;3
24100000;2536;68;3
23600000;2482;68;3
11600000;1615;45;3
20900000;2200;68;3
41200000;4336;68;4
40599999;4273;68;4
38400000;4046;68;4
33800000;3563;68;4
32900000;3463;68;4
25700000;2700;68;4
9278000;1275;45;2
7200000;1098;83;3
28100000;3832;84;4
21500000;2893;84;4
13600000;1939;43;3
11399999;1628;43;3
21500000;2893;84;4
21000000;2825;84;4
22000000;3044;84;3
11600000;1615;45;3
20900000;2200;68;3
11500000;1476;18;3
12500000;1527;18;3
10500000;1265;18;3
10900000;1515;45;3
6000000;940;83;2
28100000;3832;84;4
21500000;2893;84;4
5000000;1090;83;1
4800000;1020;83;1
23200000;2437;68;3
11800000;1687;43;3
12000000;1712;43;3
12700000;1812;43;3
13400000;1911;43;3
38900000;3870;43;4
6000000;1135;85;2
5367000;1020;60;2
5206000;985;60;2
5183000;980;60;2
9700000;1555;10;3
9300000;1482;10;3
31800000;2540;16;4
7706000;1376;78;2
12300000;2202;78;3
9400000;1530;44;3
8600000;1404;44;3
7200000;1157;44;2
9800000;1565;10;3
7900000;1255;10;2
6800000;1305;86;1
7200000;1395;86;1
7200000;1395;32;1
4340000;1240;87;2
4147000;1185;87;2
3920000;1120;87;2
2940000;840;87;2
4602000;1315;87;2
4532000;1295;87;2
4322000;1235;87;2
2660000;760;87;1
5617000;1605;87;3
3220000;920;87;2
2310000;660;87;1
4270000;1220;87;2
2835000;810;87;1
4272000;1000;63;2
4272000;1055;63;2
4100000;1000;63;2
7320000;1395;85;2
7150000;1395;85;1
6700000;1305;85;1
7150000;1395;85;1
7150000;1395;85;1
6850000;1305;47;2
7300000;1395;85;2
6800000;1305;85;1
7100000;1340;85;2
6800000;1290;85;1
7100000;1395;85;1
3447000;985;15;2
4489000;1095;63;2
4489000;1095;63;2
4455000;1100;63;2
4407000;1075;63;2
4455000;1100;63;2
4455000;1100;63;2
4407000;1075;63;2
4407000;1075;63;2
61300000;5600;88;4
57500000;5249;88;4
48700000;4449;88;4
30900000;3103;88;3
30600000;3077;88;3
27000000;2711;88;3
26600000;2671;88;3
3911000;954;63;2
4495000;1110;63;2
5550000;1250;35;2
4500000;1012;35;2
25400000;1839;42;3
19300000;1385;42;2
13899999;1623;89;3
29600000;4237;11;4
19500000;2795;11;3
7500000;1273;11;2
33900000;2461;42;4
25400000;1839;42;3
17400000;1249;42;2
11800000;1378;89;2
10000000;1169;89;2
21800000;3122;11;4
9900000;1705;11;3
4100000;1000;63;2
5719000;1271;78;2
4272000;1055;63;2
5797000;1414;63;2
4455000;1100;63;1
14300000;1788;90;3
5480000;1370;34;3
4556000;1139;34;2
4616000;1154;34;2
4896000;1224;34;2
4656000;1164;34;2
5719000;1271;78;2
4212000;1040;63;2
4407000;1075;63;2
9100000;1485;67;3
8400000;1300;67;2
7100000;1135;67;2
6100000;960;67;2
23100000;3245;36;4
13700000;2150;36;4
11000000;1590;36;3
10300000;1500;36;3
9500000;1415;36;2
40000000;2942;78;4
25000000;2368;78;4
20000000;1946;78;3
17700000;1752;78;3
14400000;1483;78;2
37000000;3729;43;4
31000000;2927;43;3
7300000;1463;66;3
5500000;1150;91;2
7223999;1720;18;3
5552000;1322;18;2
5166000;1230;18;2
14600000;1836;90;3
14200000;1778;90;3
15800000;1980;90;3
5640000;705;90;1
11100000;1392;90;2
14600000;1825;90;3
13200000;1659;90;3
10600000;1596;9;3
10600000;1574;9;3
8200000;1173;9;2
10500000;1561;92;3
9800000;1450;92;3
8100000;1180;92;2
8100000;1180;92;2
29400000;3112;66;4
23000000;2370;66;3
23000000;2370;66;3
23000000;2370;66;3
4557000;1085;24;2
4242000;1010;24;2
4620000;1100;24;2
5719000;1271;78;2
7242000;1541;78;3
6509000;1385;78;2
6819000;1451;78;3
6669000;1419;78;3
5701000;1213;78;2
5964000;1269;78;2
5503000;1171;78;2
5625000;1197;78;2
4489000;1095;63;2
4995000;1100;34;2
4995000;1100;34;2
4100000;1000;63;2
5797000;1414;63;3
4407000;1075;63;2
4294000;976;34;2
4212000;1040;63;2
4455000;1055;63;2
4590000;1080;9;2
4738000;1115;9;2
4653000;1095;9;2
4781000;1125;9;2
4505000;1060;9;2
4632000;1090;9;2
5100000;1200;9;2
13400000;1800;93;3
15600000;2170;93;3
12200000;1691;93;3
15700000;1800;43;3
14100000;1682;43;3
7500000;1239;3;2
9200000;1270;78;2
13200000;1880;78;3
10400000;1460;78;3
7300000;1395;85;2
6655000;1305;85;2
7100000;1395;85;1
6700000;1305;85;2
7100000;1395;67;2
7100000;1395;85;2
6798999;1290;85;1
7298000;1395;85;1
32000000;3103;88;3
4160000;1000;17;2
5228000;1275;17;3
4373000;1055;17;2
5306000;1295;17;3
4431000;1070;17;2
9300000;1296;59;2
12400000;1706;59;3
11500000;1592;59;3
14800000;1785;94;3
7500000;1245;94;3
7500000;1239;3;2
14500000;1800;43;3
14100000;1682;43;3
10200000;1309;43;2
11500000;1682;53;3
9200000;1232;53;2
11000000;1482;53;3
12700000;1917;93;3
12700000;1917;93;3
14700000;2170;93;3
13400000;2035;93;3
13000000;2313;93;3
69000000;1438;18;3
6417000;1337;18;3
4569000;952;18;2
6459999;1346;18;3
6656999;1387;18;3
6523000;1359;18;3
6230000;1298;18;3
4972000;1036;18;2
4785000;997;18;2
6720000;1400;18;3
13700000;2424;18;4
9240000;1653;18;3
7180000;1235;18;2
3940000;644;18;1
6878000;1600;24;3
4599000;1070;24;2
15000000;2134;34;3
6533000;1110;34;2
5674000;1320;24;2
7467000;1345;34;2
11000000;1655;34;3
3800000;1000;24;2
3572000;940;24;2
3876000;1020;24;2
4099000;1015;15;2
11000000;1655;34;3
3304000;1180;28;3
3038000;1085;28;2
2464000;880;28;2
18800000;2165;20;3
15000000;1795;20;2
58099999;5249;88;4
5600000;1500;17;3
5451000;1608;17;3
5380000;1255;17;2
5356000;1580;17;3
5380000;1255;17;2
4440000;1200;17;2
4440000;1200;17;2
4500000;1300;17;2
5322000;1570;17;3
5380000;1255;17;2
5322000;1570;17;3
5530000;1580;17;3
5148000;1304;17;2
5200000;1200;17;2
5381000;1303;17;2
5148000;1196;17;2
4433000;1304;17;2
12700000;1490;20;3
35500000;2742;90;4
50000000;4689;62;4
22799999;2243;62;3
21200000;2051;62;3
2920000;677;18;1
2157000;525;18;1
35200000;2672;90;3
9500000;1380;7;3
6800000;985;7;2
6798000;1533;83;3
6172000;1384;83;3
5341000;1186;83;2
4938000;1090;83;2
3619000;776;83;1
3372999;711;83;1
8673000;1599;11;3
7456000;1365;11;3
6687000;1217;11;2
6448000;1171;11;2
9458000;1726;19;3
4000000;1005;46;2
10700000;1536;95;3
18600000;2210;31;3
8434000;1535;34;3
8509000;1485;34;3
5426000;1080;18;2
8400000;1047;25;2
16200000;1970;9;3
23200000;2860;9;4
13500000;1695;31;3
11800000;1330;31;3
15000000;1815;9;3
17100000;1890;31;3
26000000;3360;31;4
13799999;1763;31;3
11100000;1397;25;3
17100000;2321;34;3
9100000;1216;34;2
