Price;ft2;Location;No. of Bedrooms
17500000;2475;Pitampura Vaishali;4
11500000;1194;Pitampura;3
24000000;1100;West Enclave;3
2000000;1650;Noida;3
32500000;675;Delhi Meerut Expressway;2
50000000;1097;Delhi;4
14200000;2790;Sainik Farms;4
5350000;1150;Munirka;2
14200000;1905;Khari Baoli Road;3
50000000;1150;Munirka;2
16000000;2790;Sainik Farms;4
17000000;1200;Chhattarpur Enclave Phase1;4
19000000;1650;Sarita Vihar;3
15000000;1420;Karampura;3
3200000;1050;Sector 13 Rohini;2
4200000;540;Delhi;2
4800000;720;Delhi;3
5211000;954;Rama Park;3
3500000;855;Om Nagar;3
3200000;630;West Punjabi Bagh;2
6336000;540;Delhi;2
3500000;1180;Delhi Meerut Expressway;4
5500000;675;Delhi;3
3254999;990;West Punjabi Bagh;3
2700000;725;Delhi;2
2611000;580;West Punjabi Bagh;2
4731000;477;Delhi;2
3551000;909;Rama Park;3
5411000;720;Rama Park;3
2901000;900;Delhi;3
20500000;700;West Punjabi Bagh;3
220000000;2350;Palam;4
62500000;2322;Kamla Nagar;2
25000000;1827;Shakti Nagar;3
8500000;3600;Alaknanda;4
4500000;900;Mayur Vihar 2 Phase;2
2000000;4500;Kamla Nagar;5
2000000;1401;Kamla Nagar;2
25000000;1300;Kamla Nagar;2
17500000;2000;Vasant Kunj;3
20000000;1800;Vasant Kunj;3
7500000;1800;Vasant Kunj;2
30000000;1200;Hari Nagar;2
6800000;2500;Roop Nagar;4
35000000;850;Sector 15 Rohini;2
90000000;2500;Roop Nagar;4
200000000;2250;Om Nagar;2
9500000;1510;Pitampura;2
35000000;1103;Hari Nagar;2
28500000;2500;Roop Nagar;4
200000000;2400;Sector 19 Dwarka;4
14500000;1510;Pitampura;2
19500000;1750;Dwarka More;3
17000000;2600;Dwarka More;4
68000000;2100;Dwarka More;3
3621000;400;KMP Expressway;2
21000000;407;92 Sector 22 Road;2
17500000;1950;Sector 10;4
15600000;1650;Sector 6 Dwarka;3
15500000;1400;Sector 6 Dwarka;3
31500000;1600;Sector 4 Rohini;3
355600000;2500;Dwarka New Delhi 110075;4
854599999;6852;Vasant Kunj;4
854599999;5211;Sunder Nagar;5
40000000;4521;Jor bagh;4
35000000;2000;CVD Line;2
49500000;1450;CVD Line;3
90000000;1650;CVD Line;5
12500000;2250;Roop Nagar;5
19000000;1100;West End;3
8500000;1500;Vasant Kunj;2
23800000;1002;Vijay Nagar;2
17000000;3006;Dwarka More;4
5000000;1500;Dwarka More;3
225400000;1250;Malviya Nagar;2
5100000;5211;Vasant Kunj;4
7200000;450;Molar band Extension;2
12000000;1200;KMP Expressway;3
15900000;1201;Gurgaon Delhi Expressway;2
14000000;2537;Sector 12 Dwarka;3
15000000;1500;Sector 11 Dwarka;3
23000000;1600;Sector 5 Dwarka;3
45000000;2000;Sector 19 Dwarka;4
60000000;2600;CVD Line;2
100000000;440;CVD Line;2
40000000;1620;CVD Line;4
45000000;2200;Civil Lines;3
52500000;2600;Civil Lines;3
9500000;2700;Pitampura;4
14200000;900;West End;2
10000000;1100;West End;3
9500000;1100;West End;4
13500000;800;West End;2
4000000;1100;West End;3
4000000;7000;Okhla Village;4
2200000;1850;Hauz Khas;3
5100000;1200;Dwarka Mor;3
4000000;918;West Punjabi Bagh;3
2800000;900;West Punjabi Bagh;2
4511000;495;Delhi;2
3421000;850;West Punjabi Bagh;3
7500000;720;West Punjabi Bagh;3
4300000;1260;Om Nagar;4
4800000;550;Mayur Vihar III;1
5000000;1125;Uttam Nagar;2
2500000;950;Uttam Nagar;3
4000000;560;Uttam Nagar;2
5200000;810;Uttam Nagar;3
8500000;550;Mayur Vihar;1
10000000;950;Mayur Vihar;2
6850000;1100;Mayur Vihar;3
15800000;850;Mayur Vihar;3
8000000;1800;Mayur Vihar;5
8000000;900;Mayur Vihar;2
7200000;900;Mayur Vihar;2
2300000;550;Vasant Kunj;1
6500000;1200;Vasant Vihar;4
60000000;1200;joshi road;2
360000000;4400;Civil Lines;3
2000000;7254;Greater Kailash;5
2200000;401;Krishna Nagar;2
3100000;507;Hari Nagar;2
3300000;800;Hari Nagar;3
2199000;890;Hari Nagar;3
2400000;500;Hari Nagar;2
3700000;1103;Hari Nagar;2
2699000;1160;Hari Nagar;3
100000000;500;Hari Nagar;2
18000000;1500;Delhi Meerut Expressway;5
16800000;2200;Gurgaon Delhi Expressway;4
2530000;1996;Sector 62;3
2200000;730;Faridabad Road;2
9500000;450;IP Extension;1
7000000;900;Delhi;2
4500000;1125;IP Extension;3
27500000;811;Delhi;2
260000000;1800;Shalimar Bagh;3
56000000;6975;Aurungzeb Road;4
5000000;2500;Greater Kailash;4
11000000;1350;Okhla;3
14000000;800;Okhla;2
4000000;1300;Okhla;3
4000000;1000;Okhla;4
4000000;1000;Okhla;4
5000000;1007;Okhla;4
120000000;954;Delhi;2
8000000;1260;Mandi House;1
16000000;560;Vasant Kunj Marg;1
17000000;1800;Dwarka Sector3;3
15500000;1700;Sector 7 Dwarka;3
16500000;1650;Sector 7 Dwarka;3
20000000;1750;Sector 7 Dwarka;3
7500000;2000;Sector 6 Dwarka;4
6400000;1875;Sector 37 Rohini;3
8200000;1650;Vishal Enclave;3
6600000;1835;Sector 112;3
9000000;1585;85 Sector 22 Road;3
17000000;1160;Dwarka More;2
2499000;2150;Dwarka More;3
2300000;435;Dwarka Mor;2
2600000;410;Dwarka Mor;2
15000000;450;Dwarka Mor;2
85000000;3240;Rajouri Garden;4
25000000;2550;Ali Gaon;3
25000000;1700;Road Number 1;3
75000000;1700;Road Number 1;2
4600000;1800;Sushant Lok Phase 1 Barakhamba;2
22500000;1333;Kundli;2
11800000;2000;Sector 12 Dwarka;3
19000000;900;Sector 19 Dwarka;2
17000000;1600;Sector 22 Dwarka;3
18500000;1650;Sector 19 Dwarka;3
13000000;2000;Sector 19 Dwarka;4
15200000;1350;Mayur Vihar;3
20000000;1500;Sector 11 Dwarka;3
22000000;2160;Sector 1 Dwarka;4
16200000;2000;Sector 21 Dwarka New Delhi;4
16900000;1500;Sector 11 Dwarka;3
15800000;1550;Sector 10 Dwarka;3
17000000;1550;Sector 22 Dwarka;3
12000000;1900;Sector 22 Dwarka;3
53500000;1350;Sector 12 Dwarka;3
8200000;1800;Vasant Vihar;2
22000000;800;Vasant Kunj;1
19000000;1650;Vasant Kunj;2
50000000;1800;Vasant Kunj;3
25000000;3000;Vasant Kunj;4
18500000;2600;Sheikh Sarai;4
32500000;1800;Vasant Kunj;3
5000000;1450;Vasant Kunj;4
25000000;3000;Chanakya Puri;4
27500000;2970;Jasola;3
35000000;2000;Mathura Road;4
365000000;2800;Karampura;4
17800000;7251;Greater Kailash;5
330000000;1800;Jasola;3
24000000;6650;Greater Kailash;4
87500000;630;CVD Line;2
3900000;2500;CVD Line;3
18000000;900;Uttam Nagar;3
8500000;2200;Sector 23 Rohini;4
30000000;1150;Sector 23 Rohini;3
2300000;3500;Sector 23 Rohini;5
5300000;400;Sector 23 Rohini;1
4000000;850;Sector 23 Rohini;3
160000000;600;Sector 23 Rohini;2
17500000;4950;Punjabi Bagh;3
350000000;1400;Punjabi Bagh;3
18000000;4950;Punjabi Bagh;7
160000000;1400;Punjabi Bagh;3
18000000;4950;Punjabi Bagh;3
125000000;1400;Punjabi Bagh;3
450000000;2520;Punjabi Bagh;6
4550000;4000;Punjabi Bagh;1
9500000;1300;Kundli;3
47000000;1490;Sector 108;3
3600000;1980;Okhla;4
2900000;1300;Okhla;3
5450000;1264;Kundli;2
6450000;1845;Kundli;3
19000000;2395;Kundli;4
29500000;2200;Sector 7 Dwarka;4
9500000;400;Greater Kailash;2
22500000;850;Mayur Vihar II;1
18500000;1440;East of Kailash;3
13700000;1900;Vasundhara Enclave;4
9200000;1550;Vasundhara Enclave;3
9000000;1751;Delhi Meerut Expressway;3
13000000;1732;75 Sector 22 Road;3
14600000;2725;75 Noida Road;4
8900000;2639;Vaishali;4
6800000;1825;Pratap Khand;3
3000000;1076;Vaishali;3
2381000;1000;Noida;3
2520000;800;Noida;2
2277000;800;Noida;2
2144000;800;Noida;2
3000000;800;Noida;2
5000000;550;Uttam Nagar;2
3500000;900;Uttam Nagar;3
6500000;675;Uttam Nagar;3
27000000;1125;Mansa Ram Park;4
16000000;1400;Vasant Kunj;2
220000000;1800;Vasant Vihar;2
18900000;1100;Chattarpur;2
19700000;532;Chattarpur;2
2500000;1400;Chattarpur;2
220000000;585;Sangam Vihar;2
89000000;1100;Chattarpur;2
2700000;2075;Gurgaon Delhi Expressway;3
34000000;1931;Gurgaon Delhi Expressway;3
13899999;3715;47 Sector 22 Road;4
14200000;1256;Munirka Vihar;2
32000000;1150;Munirka Vihar;2
60000000;632;Green Park;3
32500000;1500;Vasant Kunj;3
17000000;3000;Vasant Kunj;4
20000000;1300;Vasant Kunj;3
28000000;1200;Vasant Kunj;3
27200000;1400;Vasant Kunj;3
27000000;2000;Vasant Kunj;4
18500000;1400;Vasant Kunj;3
19500000;1200;Vasant Kunj;2
18500000;1050;Vasant Kunj;2
35000000;1200;Vasant Kunj;2
14000000;1800;Vasant Kunj;4
26000000;900;Vasant Kunj;2
27000000;1400;Vasant Kunj;3
20000000;1400;Vasant Kunj;3
18500000;1600;Vasant Kunj;4
29500000;1400;Vasant Kunj;3
27500000;1400;Vasant Kunj;3
26500000;1400;Vasant Kunj;3
24000000;1600;Vasant Kunj;4
26000000;1400;Vasant Kunj;3
62000000;1400;Vasant Kunj;3
27000000;1400;Vasant Kunj;3
700000000;1400;Vasant Kunj;3
70000000;4500;Vasant Kunj;5
30000000;3000;Vasant Kunj;5
31300000;2000;Vasant Kunj;6
34000000;650;Vasant Kunj;3
24000000;2000;Vasant Kunj;6
26000000;1400;Vasant Kunj;3
30000000;1400;Vasant Kunj;3
26000000;2000;Vasant Kunj;6
36000000;1400;Vasant Kunj;3
27000000;1600;Vasant Kunj;4
20000000;1400;Vasant Kunj;3
27000000;1600;Vasant Kunj;4
24000000;1400;Vasant Kunj;3
40000000;1400;Vasant Kunj;3
45000000;2000;Vasant Kunj;4
22000000;2700;Vasant Kunj;7
32500000;1400;Vasant Kunj;3
28000000;1500;Vasant Kunj;4
27000000;1600;Vasant Kunj;4
13000000;1800;Vasant Kunj;5
18000000;900;Vasant Kunj;2
23000000;1100;Vasant Kunj;2
22500000;1400;Vasant Kunj;3
38000000;1400;Vasant Kunj;3
12500000;2000;Vasant Kunj;5
25000000;1400;Vasant Kunj;3
11000000;1400;Vasant Kunj;3
31000000;1050;Vasant Kunj;2
25000000;1800;Vasant Kunj;3
32500000;1800;Vasant Kunj;4
28000000;1500;Vasant Kunj;4
27000000;1600;Vasant Kunj;4
13000000;1800;Vasant Kunj;5
18000000;900;Vasant Kunj;2
23000000;1100;Vasant Kunj;2
22500000;1400;Vasant Kunj;3
38000000;1400;Vasant Kunj;3
15300000;2000;Vasant Kunj;5
7500000;1050;Vasant Kunj;2
34000000;450;Vasant Kunj;1
28000000;2400;Vasant Kunj;6
65000000;1400;Vasant Kunj;3
13500000;3200;Vasant Kunj;7
17600000;1050;Vasant Kunj;2
21000000;1200;Vasant Kunj;2
31000000;1200;Vasant Kunj;2
12500000;1800;Vasant Kunj;3
25000000;1400;Vasant Kunj;3
11000000;1400;Vasant Kunj;3
65000000;1050;Vasant Kunj;2
13500000;3200;Vasant Kunj;7
17600000;1050;Vasant Kunj;2
21000000;1200;Vasant Kunj;2
31000000;1200;Vasant Kunj;2
12500000;1800;Vasant Kunj;3
25000000;1400;Vasant Kunj;3
11000000;1400;Vasant Kunj;3
140000000;1050;Vasant Kunj;2
50000000;3500;Vasant Vihar;8
50000000;4000;Vasant Kunj;7
13000000;3000;Vasant Kunj;5
22500000;900;Vasant Kunj;2
7500000;1400;Vasant Kunj;3
34000000;450;Vasant Kunj;1
28000000;2400;Vasant Kunj;6
13500000;1400;Vasant Kunj;3
17600000;1050;Vasant Kunj;2
21000000;1200;Vasant Kunj;2
31000000;1200;Vasant Kunj;2
26000000;1800;Vasant Kunj;3
12500000;2300;Sector 2 Dwarka;4
16500000;1800;Sector 12 Dwarka;3
2400000;1250;Jasola;3
3800000;1420;Ghitorni;3
8700000;450;Kalkaji;2
8300000;1050;East of Kailash;2
15000000;700;Sheikh Sarai;2
11500000;1800;Sarita Vihar;3
11500000;1150;Vasant Kunj;2
11500000;1150;Vasant Kunj;2
11500000;1150;Vasant Kunj;2
20000000;1150;Vasant Kunj;2
16800000;1600;Vasant Kunj;3
20000000;1800;Sector 5 Dwarka;3
20000000;1600;Vasant Kunj;3
20000000;1600;Vasant Kunj;3
20200000;1600;Vasant Kunj;3
12500000;1600;Vasant Kunj;3
12700000;1800;Sector 12 Dwarka;3
26000000;1200;Sector 9 Dwarka;2
17500000;2300;Sector 2 Dwarka;4
20000000;1550;Sector 12 Dwarka;3
22500000;1800;Sector 11 Dwarka;3
20000000;2195;Sector 11 Dwarka;4
12600000;1850;Sector 5 Dwarka;3
22500000;1800;Sector 12 Dwarka;3
12000000;2195;Sector 11 Dwarka;4
15100000;1150;Sector 5 Dwarka;2
12500000;1550;Sector 5 Dwarka;3
26000000;1240;Sector 4;2
20000000;2300;Sector 2 Dwarka;4
12600000;1850;Sector 5 Dwarka;3
16500000;1800;Sector 12 Dwarka;3
18500000;1750;Sector 9 Dwarka;3
16800000;2200;Sector 9 Dwarka;4
18500000;1700;Sector 12 Dwarka;3
15200000;1900;Sector 18A Dwarka;3
18500000;1650;Sector 12 Dwarka;3
15200000;1900;Sector 18A Dwarka;3
16500000;1650;Sector 12 Dwarka;3
18500000;1750;Sector 9 Dwarka;3
14500000;2200;Sector 9 Dwarka;4
25500000;1550;Sector 23 Dwarka;3
17200000;2100;Sector 23 Dwarka;4
14500000;1700;Sector 4;3
14500000;1550;Sector 23 Dwarka;3
25500000;1550;Sector 23 Dwarka;3
17200000;2100;Sector 23 Dwarka;4
14100000;1700;Sector 4;3
14500000;1500;Sector 5 Dwarka;3
18500000;1550;Sector 23 Dwarka;3
15200000;1900;Sector 18A Dwarka;3
18200000;1650;Sector 12 Dwarka;3
16800000;1850;Sector 5 Dwarka;3
65000000;1750;Sector 2 Dwarka;3
14500000;5000;Sector 18A Dwarka;8
16200000;1400;Sector 11 Dwarka;3
18200000;1750;Sector 9 Dwarka;3
15200000;1850;Sector 5 Dwarka;3
5800000;1650;Sector 12 Dwarka;3
360000000;2400;Sector 53;4
500000000;7259;Greater Kailash;5
280000000;8000;Greater Kailash;5
80000000;5550;Greater Kailash;4
280000000;1800;CVD Line;3
3000000;5500;Greater Kailash;4
13500000;500;Mall Road;1
15000000;1470;Krishna Nagar;3
25000000;1674;Delhi Meerut Expressway;2
40000000;1800;Krishna Nagar;3
2700000;1800;Delhi Meerut Expressway;2
11000000;450;Om Enclave Mithapur Extension;2
11000000;1044;Om Nagar;2
2000000;1044;Krishna Nagar;2
17500000;401;Om Nagar;2
5000000;1401;Shankar Vihar;3
2000000;1002;Govindpuri;2
11000000;401;Krishna Park Jawahar Park;2
3000000;1044;Nanak Pura;2
2500000;1000;Om Nagar;2
484400000;450;Om Enclave Mithapur Extension;2
5200000;7411;Green Park Extension;5
4799000;1429;Kundli;3
18000000;900;Mansa Ram Park;3
4220000;1400;Punjabi Bagh;3
17100000;1429;Kundli;3
4800000;2000;Vasundhara Enclave;4
4500000;900;Sector 4;2
8900000;890;Vaishali;2
3015000;1800;Delhi;3
3060000;1000;Noida;3
2560000;1000;Noida Road;3
3015000;1000;Noida;3
3060000;1000;Noida;3
2560000;1000;Noida;3
2890000;1000;Noida;3
2270000;1000;Noida;3
2914000;800;Noida;2
2800000;1000;Greater Kailash;3
2400000;800;Noida;2
2500000;800;Noida;2
2100000;1000;Noida;2
3015000;800;Noida;2
3060000;1000;Noida;3
2560000;1000;Noida Road;3
3015000;1000;Noida;3
3060000;1000;Noida;3
2560000;1000;Noida;3
2270000;1000;Noida;3
2914000;800;Noida;2
2890000;1000;Greater Kailash;3
2400000;1000;Noida;3
2179000;800;Noida;2
2350000;800;Noida;2
2980000;800;Noida;2
2400000;1000;Noida;3
3000000;800;Noida;2
2248000;1000;Noida;3
2219000;1000;Noida;2
2300000;800;Noida;2
2900000;800;Noida;2
2186000;1000;Noida;3
2986000;800;Noida;2
2305000;1000;Noida;3
2850000;800;Noida;2
2115000;1100;Noida;3
2610000;800;Noida;2
2323000;1000;Noida;3
2205000;800;Noida;2
2980000;800;Noida;2
2200000;1000;Noida;3
2209000;800;Noida Road;2
2939000;800;Noida Road;2
2207000;1000;Noida;3
2205000;800;Noida;2
2308000;800;Noida;2
8500000;800;Noida;2
6500000;2833;48 Sector 22 Road;3
5600000;1210;Sector 33 Rohini;2
9300000;1210;Sector 33 Rohini;2
15400000;1360;Sector 3 Dwarka;2
4000000;1250;Munirka Marg;3
4700000;6975;Okhla;4
35000000;1406;Greater Kailash II;2
33000000;1800;Vasant Kunj;3
62500000;2400;Vasant Kunj;3
27200000;1400;Vasant Kunj;3
35000000;2000;Vasant Kunj;4
28500000;1800;Vasant Kunj;3
2000000;5500;Saket;8
16800000;1600;Pocket3 Sector24;4
5250000;1750;Sector 2 Dwarka;3
13000000;4500;Om Nagar;5
10000000;1100;Sarita Vihar;2
2000000;1006;Dwarka More;2
23000000;2000;Chanakya Puri;2
8500000;3600;Anand Lok;3
20000000;5200;Panchsheel Park;4
3500000;1485;Chittaranjan Park;3
3100000;675;Mansa Ram Park;3
3400000;2100;Vasant Vihar;4
24500000;1188;Sector 4 Dwarka;2
450000000;1750;Karampura;3
420000000;8000;Greater Kailash;5
450000000;9000;Greater Kailash;5
35000000;9000;Greater Kailash;5
52500000;2500;Om Nagar;4
13700000;4500;Shakti Vihar School Road;5
10800000;3650;Residential FlatVasant Vihar;3
2100000;1200;Dwarka Mor;2
2100000;1750;Dwarka Mor;3
2200000;700;Dwarka Mor;1
9200000;1647;Dwarka Mor;2
6500000;1690;79 Sector 23 Road;3
20000000;600;Dwarka Mor;2
11500000;1200;Dwarka Mor;3
13200000;1550;Dwarka Mor;3
6500000;1400;Dwarka Mor;2
5000000;648;Dwarka Mor;2
13200000;400;Krishna Nagar;1
2200000;1400;Dwarka Mor;2
2100000;1647;Dwarka Mor;2
10000000;1650;West End;3
11500000;2700;Kundli Manesar Palwal Expressway;4
16000000;1550;Dwarka Mor;3
28000000;1650;Dwarka Mor;3
15000000;1935;Phase 2 Chattarpur Enclave;2
16000000;1750;Dwarka Mor;3
9500000;1653;West End;3
7000000;1400;West End;2
15500000;900;Dwarka Mor;2
28000000;1125;Om Vihar;3
9000000;1620;Om Vihar;4
20000000;1386;Anarkali Colony;3
5000000;1800;Delhi Meerut Expressway;2
23000000;900;Om Nagar;3
13500000;1620;Om Vihar;2
3700000;1125;Om Vihar;2
3500000;1400;Sector 23 Rohini;3
20000000;1700;Dwarka Mor;2
5000000;1800;Delhi Meerut Expressway;2
23000000;900;Om Nagar;3
13500000;1620;Om Vihar;2
11500000;1125;Om Vihar;2
28000000;1550;Dwarka Mor;3
15000000;1935;Phase 2 Chattarpur Enclave;2
16000000;1750;Dwarka Mor;3
9500000;1653;West End;3
7000000;1400;West End;2
3700000;900;Dwarka Mor;2
3500000;1400;Sector 23 Rohini;3
3800000;1700;Dwarka Mor;2
6200000;801;Delhi;3
3800000;1000;Delhi;3
6400000;625;Delhi;2
4700000;1000;Delhi;3
4500000;700;Delhi;3
2100000;690;Delhi;2
3600000;700;Delhi;2
3800000;521;Delhi;2
2800000;520;Delhi;2
6700000;700;Delhi;2
2950000;725;Rohini sector 24;3
2700000;540;Nawada Extension;2
3350000;600;Uttam Nagar;3
5400000;630;Mansa Ram Park;3
2600000;900;Uttam Nagar;3
7600000;540;nawada;2
18500000;900;Lajpat Nagar IV;2
11000000;1150;Chittaranjan Park;2
8500000;1100;Mayur Vihar II;2
11000000;900;Mayur Vihar II;2
12500000;1500;vikaspuri;4
2400000;1600;Sector 10 Dwarka;3
2300000;800;Noida;2
2000000;800;Noida;2
2600000;800;Noida;2
3100000;800;Noida;2
2750000;1000;Noida;3
2750000;800;Noida;2
2100000;800;Noida;2
2900000;800;Noida;2
2500000;1000;Noida;3
2800000;500;Noida;2
2100000;800;Noida;2
3000000;800;Noida;2
2000000;1000;Noida;3
2300000;1000;Noida;2
2000000;800;Noida Road;2
2300000;800;Noida;2
2600000;800;Noida;2
3000000;1000;Noida;2
2550000;1000;Noida;3
2900000;1000;Noida;3
2299000;1000;Noida;3
2400000;800;Noida;2
2800000;800;Noida;2
3000000;800;Noida;2
2500000;1000;Noida;3
3000000;1000;Noida;3
2350000;1000;Noida;3
3000000;1000;Noida;3
2250000;1000;Noida;3
2600000;800;Noida;2
2740000;1000;Noida Road;3
2190000;800;Noida;2
2190000;800;Noida;2
3000000;800;Noida;2
2000000;1000;Noida;3
2800000;1000;Noida Road;3
2200000;800;Noida;2
3000000;800;Noida;2
2800000;1000;Noida;3
2200000;800;Noida;2
2150000;800;Noida;2
2900000;800;Noida;2
2490000;1000;Noida;3
2400000;1000;Noida Road;3
2700000;800;Noida;2
2800000;800;Noida;2
2200000;800;Noida;2
3000000;800;Noida;2
2400000;1000;Noida;3
2600000;800;Noida;2
2597000;1000;Noida;2
2300000;1000;Noida Road;3
2788000;800;Noida;2
3000000;800;Noida;2
2350000;1000;Noida;3
3000000;1000;Noida;3
2250000;1000;Noida;3
2600000;800;Noida;2
2300000;1000;Noida Road;3
3000000;800;Noida;2
2400000;1000;Noida;3
2790000;800;Noida;2
2580000;800;Noida;2
3100000;1000;Noida;3
2950000;1000;Noida;3
2318000;1000;Noida;3
3014000;800;Noida;2
2736000;1000;Noida;3
2336000;800;Noida;2
2790000;800;Noida;2
2300000;800;Noida;2
3045000;800;Noida;2
2300000;1000;Noida;3
2700000;800;Noida;2
2905000;800;Noida;2
2890000;1000;Noida;3
2315000;1000;Noida;3
2350000;800;Noida;2
2700000;800;Noida;2
3100000;800;Noida;2
2310000;1000;Noida;3
2800000;800;Noida;2
3050000;800;Noida;2
2400000;1000;Noida;3
2450000;800;Noida;2
2336000;800;Noida;2
2790000;800;Noida;2
2300000;800;Noida;2
3045000;800;Noida;2
2300000;1000;Noida;3
2700000;800;Noida;2
2905000;800;Noida;2
2890000;1000;Noida;3
2315000;1000;Noida;3
2350000;800;Noida;2
2700000;800;Noida;2
3100000;800;Noida;2
2310000;1000;Noida;3
2800000;800;Noida;2
3050000;800;Noida;2
2400000;1000;Noida;3
2300000;800;Noida;2
2950000;800;Noida;2
3000000;1000;Noida;3
2400000;1000;Noida;3
2700000;800;Noida;2
2680000;800;Noida;2
2930000;800;Noida;2
2315000;1000;Noida;3
6070000;800;Noida;2
3000000;500;Noida;1
3000000;1000;Noida;3
2450000;1000;Noida;3
2300000;800;Noida;2
2700000;800;Noida;2
3000000;800;Noida;2
2300000;1000;Noida Road;3
2300000;800;Noida;2
2700000;800;Noida;2
3010000;800;Noida;2
2300000;1000;Noida;3
2700000;800;Noida;2
2300000;800;Noida;2
3000000;800;Noida;2
2400000;1000;Noida;3
2790000;800;Noida;2
2580000;800;Noida;2
3100000;1000;Noida;3
2950000;1000;Noida;3
2500000;1000;Noida;3
2300000;1000;Noida;3
2788000;800;Noida;2
3000000;800;Noida;2
2400000;1000;Noida;3
2600000;800;Noida;2
2300000;1000;Noida;3
2900000;800;Noida;2
2600000;1000;Noida;3
2999000;1000;Noida;2
2875000;1000;Noida;3
2400000;800;Noida;2
2000000;800;Noida;2
2300000;800;Noida;2
2500000;800;Noida;2
2281000;1000;Noida;3
3000000;800;Noida;2
2400000;1000;Noida;3
2600000;800;Noida;2
2300000;1000;Noida;3
2900000;800;Noida;2
2600000;1000;Noida;3
2999000;1000;Noida;2
2875000;1000;Noida;3
2400000;800;Noida;2
2000000;800;Noida;2
2300000;800;Noida;2
2500000;800;Noida;2
2281000;1000;Noida;3
2900000;800;Noida;2
2400000;1000;Noida;3
2400000;801;Noida;2
2800000;800;Noida;2
2800000;800;Noida;2
3077000;800;Noida;2
2597000;1000;Noida;3
2361000;1000;Noida;3
2000000;800;Noida;2
2250000;1000;Noida;3
2780000;800;Noida;2
2270000;800;Noida Road;2
2590000;800;Noida;2
2399000;1000;Noida;3
19000000;800;Noida;2
2300000;500;Noida;1
2797000;800;Noida;2
2390000;800;Noida;2
2733000;800;Noida;2
2250000;800;Noida;2
3070000;800;Noida;2
2500000;1000;Noida;3
2371000;1000;Noida;3
2580000;800;Noida;2
3070000;1000;Noida;3
5000000;1000;Noida;3
2200000;500;Noida;1
2400000;800;Noida;2
2325000;800;Noida;2
3000000;800;Noida;2
2900000;1000;Noida;3
2300000;1000;Noida;3
2800000;800;Noida;2
2900000;800;Noida;2
2400000;1000;Noida;3
2800000;800;Noida;2
3000000;800;Noida;2
2300000;1000;Noida;3
2800000;800;Noida;2
2350000;800;Noida;2
2700000;800;Noida;2
3100000;800;Noida;2
2310000;1000;Noida;3
2800000;800;Noida;2
3050000;800;Noida;2
2400000;1000;Noida;3
2350000;800;Noida;2
2780000;800;Noida;2
3050000;800;Noida;2
2800000;1000;Noida;3
2900000;800;Noida;2
2300000;1000;Noida;3
2800000;800;Noida;2
3019000;800;Noida;2
2389000;1000;Noida;3
2800000;800;Noida;2
2950000;800;Noida;2
2400000;1000;Noida;3
2325000;800;Noida;2
3000000;800;Noida;2
2900000;1000;Noida;3
2300000;1000;Noida;3
2800000;800;Noida;2
2900000;800;Noida;2
2400000;1000;Noida;3
2800000;800;Noida;2
3000000;800;Noida;2
2300000;1000;Noida;3
2800000;800;Noida;2
2290000;800;Noida;2
2780000;800;Noida;2
2315000;800;Noida;2
3300000;1000;Noida;3
2206000;1000;Noida Road;3
2911000;800;Noida;2
2805000;1000;Noida;3
2229000;1000;Noida Road;3
2714000;800;Noida;2
2980000;1000;Noida;3
2143000;1000;Noida;3
2387000;800;Noida Road;2
2800000;800;Noida;2
2180000;1000;Noida;3
2223000;800;Noida;2
2143000;800;Noida;2
2122000;800;Noida;2
2250000;800;Noida;2
2889000;800;Noida;2
2188000;1000;Noida;3
2100000;800;Noida;2
2150000;800;Noida;2
2205000;1000;Noida Road;3
2159000;800;Noida;2
2221000;800;Noida;2
2282000;800;Noida;2
2086000;800;Noida;2
2230000;800;Noida;2
2535000;800;Noida;2
2730000;1000;Noida;3
2120000;1000;Noida;3
2235000;800;Noida;2
2410000;800;Noida;2
2080999;800;Noida;2
2237000;800;Noida;2
2194000;800;Noida;2
2882000;800;Noida;2
2390000;1000;Noida;3
2414000;800;Noida;2
3000000;800;Noida;2
2870000;1000;Noida;3
2256000;1000;Noida;3
2222000;800;Noida;2
2831000;800;Noida;2
2211000;1000;Noida;3
2635000;800;Noida;2
2229000;801;Noida;2
2190000;800;Noida;2
2361000;800;Noida;2
2980000;800;Noida;2
2358000;1000;Noida;3
2073000;820;Noida;2
2336000;800;Noida;2
2943000;800;Noida;2
2820000;1000;Noida;3
2211000;1000;Noida;3
2353000;800;Noida;2
2942000;800;Noida;2
2883000;1000;Noida;3
2181000;1000;Noida;3
2207000;800;Noida;2
2800000;800;Noida;2
2714000;1000;Noida;3
2132000;1000;Noida;3
2184000;800;Noida;2
2263000;800;Noida Road;2
2777000;800;Noida;2
2239000;1000;Noida;3
2810000;800;Noida;2
2059000;1000;Noida;3
2273000;800;Noida;2
2780000;800;Noida;2
2286000;800;Noida;2
2150000;800;Noida;2
2213000;800;Noida;2
2900000;800;Noida;2
2987000;1000;Noida;3
2258000;1000;Noida;3
2897000;800;Noida;2
2223000;1000;Noida;3
2100000;800;Noida Road;2
2700000;800;Noida;2
2011000;1000;Noida;3
2188000;800;Noida;2
2887000;800;Noida;2
3029000;1000;Noida;3
3021000;1000;Noida;3
2361000;1000;Noida;3
2900000;800;Noida;2
